# D(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 12.000 GeV
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
Pr,xbj,kf,th_e,Pf,th_p,q,th_q,th_rq,th_pq,Q2
0.8900,1.4400,10.3347,10.9307,2.0414,61.3482,2.6969,46.6059,35.7109,14.7423,4.5000
0.8900,1.4500,10.3462,10.9246,2.0288,61.4564,2.6898,46.7998,35.2245,14.6566,4.5000
0.8900,1.4600,10.3575,10.9186,2.0163,61.5593,2.6829,46.9920,34.7373,14.5673,4.5000
0.8900,1.4700,10.3687,10.9127,2.0040,61.6569,2.6760,47.1825,34.2493,14.4744,4.5000
0.8900,1.4800,10.3797,10.9069,1.9918,61.7491,2.6693,47.3714,33.7602,14.3777,4.5000
0.8900,1.4900,10.3906,10.9012,1.9798,61.8359,2.6627,47.5587,33.2699,14.2773,4.5000
0.8900,1.5000,10.4013,10.8955,1.9679,61.9173,2.6563,47.7444,32.7783,14.1730,4.5000
0.8900,1.5100,10.4119,10.8900,1.9562,61.9932,2.6499,47.9285,32.2853,14.0647,4.5000
0.8900,1.5200,10.4224,10.8845,1.9446,62.0635,2.6437,48.1110,31.7906,13.9525,4.5000
0.8900,1.5300,10.4327,10.8791,1.9331,62.1282,2.6375,48.2920,31.2942,13.8362,4.5000
0.8900,1.5400,10.4428,10.8738,1.9218,62.1871,2.6315,48.4715,30.7957,13.7156,4.5000
0.8900,1.5500,10.4529,10.8685,1.9106,62.2402,2.6256,48.6494,30.2951,13.5908,4.5000
0.8900,1.5600,10.4628,10.8634,1.8995,62.2875,2.6197,48.8259,29.7921,13.4616,4.5000
0.8900,1.5700,10.4726,10.8583,1.8886,62.3287,2.6140,49.0009,29.2865,13.3278,4.5000
0.8900,1.5800,10.4823,10.8533,1.8778,62.3638,2.6084,49.1744,28.7781,13.1894,4.5000
0.8900,1.5900,10.4918,10.8483,1.8671,62.3926,2.6028,49.3464,28.2667,13.0462,4.5000
0.8900,1.6000,10.5012,10.8434,1.8566,62.4151,2.5974,49.5170,27.7519,12.8981,4.5000
0.8900,1.6100,10.5105,10.8386,1.8461,62.4311,2.5920,49.6862,27.2335,12.7449,4.5000
0.8900,1.6200,10.5197,10.8339,1.8358,62.4405,2.5867,49.8540,26.7112,12.5865,4.5000
0.8900,1.6300,10.5288,10.8292,1.8256,62.4429,2.5815,50.0204,26.1847,12.4226,4.5000
0.8900,1.6400,10.5378,10.8245,1.8155,62.4384,2.5764,50.1854,25.6537,12.2530,4.5000
0.8900,1.6500,10.5467,10.8200,1.8055,62.4266,2.5714,50.3491,25.1176,12.0776,4.5000
0.8900,1.6600,10.5554,10.8155,1.7957,62.4073,2.5665,50.5113,24.5762,11.8960,4.5000
0.8900,1.6700,10.5641,10.8110,1.7859,62.3804,2.5616,50.6723,24.0289,11.7080,4.5000
0.8900,1.6800,10.5726,10.8067,1.7763,62.3453,2.5568,50.8320,23.4753,11.5134,4.5000
0.8900,1.6900,10.5811,10.8023,1.7667,62.3020,2.5521,50.9903,22.9147,11.3117,4.5000
0.8900,1.7000,10.5894,10.7981,1.7572,62.2500,2.5475,51.1473,22.3467,11.1027,4.5000
0.8900,1.7100,10.5976,10.7938,1.7479,62.1889,2.5430,51.3031,21.7704,10.8858,4.5000
0.8900,1.7200,10.6058,10.7897,1.7386,62.1182,2.5385,51.4576,21.1851,10.6607,4.5000
0.8900,1.7300,10.6139,10.7856,1.7295,62.0376,2.5340,51.6108,20.5901,10.4268,4.5000
0.8900,1.7400,10.6218,10.7815,1.7204,61.9463,2.5297,51.7628,19.9841,10.1835,4.5000
0.8900,1.7500,10.6297,10.7775,1.7114,61.8438,2.5254,51.9136,19.3663,9.9302,4.5000
0.8900,1.7600,10.6375,10.7735,1.7025,61.7292,2.5212,52.0632,18.7352,9.6661,4.5000
0.8900,1.7700,10.6452,10.7696,1.6937,61.6017,2.5170,52.2115,18.0894,9.3902,4.5000
0.8900,1.7800,10.6528,10.7658,1.6850,61.4603,2.5130,52.3587,17.4272,9.1017,4.5000
0.8900,1.7900,10.6603,10.7620,1.6764,61.3038,2.5089,52.5047,16.7464,8.7991,4.5000
0.8900,1.8000,10.6678,10.7582,1.6679,61.1306,2.5050,52.6495,16.0446,8.4811,4.5000
0.8900,1.8100,10.6751,10.7545,1.6594,60.9390,2.5011,52.7932,15.3188,8.1459,4.5000
0.8900,1.8200,10.6824,10.7508,1.6511,60.7268,2.4972,52.9357,14.5654,7.7911,4.5000
0.8900,1.8300,10.6896,10.7472,1.6428,60.4913,2.4934,53.0771,13.7795,7.4142,4.5000
0.8900,1.8400,10.6967,10.7436,1.6346,60.2289,2.4897,53.2174,12.9552,7.0115,4.5000
0.8900,1.8500,10.7038,10.7400,1.6264,59.9349,2.4860,53.3566,12.0846,6.5783,4.5000
0.8900,1.8600,10.7107,10.7365,1.6184,59.6028,2.4824,53.4946,11.1565,6.1082,4.5000
0.8900,1.8700,10.7176,10.7331,1.6104,59.2235,2.4788,53.6316,10.1552,5.5919,4.5000
0.8900,1.8800,10.7245,10.7296,1.6025,58.7826,2.4753,53.7676,9.0562,5.0151,4.5000
0.8900,1.8900,10.7312,10.7263,1.5947,58.2564,2.4718,53.9024,7.8180,4.3539,4.5000
0.8900,1.9000,10.7379,10.7229,1.5869,57.5981,2.4684,54.0363,6.3600,3.5618,4.5000
0.8900,1.9100,10.7445,10.7196,1.5793,56.6871,2.4650,54.1690,4.4713,2.5181,4.5000
0.9000,1.0000,9.6020,11.3414,2.8206,51.7355,3.2016,36.1416,57.4023,15.5939,4.5000
0.9000,1.0100,9.6257,11.3274,2.7956,52.0689,3.1839,36.4278,56.8727,15.6410,4.5000
0.9000,1.0200,9.6490,11.3137,2.7710,52.3969,3.1666,36.7115,56.3456,15.6854,4.5000
0.9000,1.0300,9.6718,11.3003,2.7469,52.7197,3.1497,36.9927,55.8208,15.7270,4.5000
0.9000,1.0400,9.6942,11.2872,2.7232,53.0371,3.1332,37.2714,55.2982,15.7657,4.5000
0.9000,1.0500,9.7162,11.2744,2.7000,53.3492,3.1170,37.5475,54.7779,15.8017,4.5000
0.9000,1.0600,9.7377,11.2618,2.6772,53.6560,3.1013,37.8212,54.2597,15.8348,4.5000
0.9000,1.0700,9.7589,11.2496,2.6548,53.9576,3.0859,38.0925,53.7436,15.8651,4.5000
0.9000,1.0800,9.7796,11.2376,2.6327,54.2540,3.0709,38.3614,53.2296,15.8926,4.5000
0.9000,1.0900,9.8000,11.2259,2.6111,54.5452,3.0562,38.6278,52.7177,15.9173,4.5000
0.9000,1.1000,9.8200,11.2144,2.5898,54.8311,3.0418,38.8919,52.2077,15.9392,4.5000
0.9000,1.1100,9.8396,11.2032,2.5689,55.1119,3.0277,39.1537,51.6996,15.9582,4.5000
0.9000,1.1200,9.8589,11.1922,2.5484,55.3875,3.0140,39.4131,51.1934,15.9744,4.5000
0.9000,1.1300,9.8779,11.1814,2.5282,55.6579,3.0006,39.6702,50.6889,15.9878,4.5000
0.9000,1.1400,9.8965,11.1708,2.5083,55.9232,2.9874,39.9249,50.1863,15.9983,4.5000
0.9000,1.1500,9.9148,11.1605,2.4888,56.1834,2.9746,40.1775,49.6853,16.0059,4.5000
0.9000,1.1600,9.9327,11.1504,2.4696,56.4385,2.9620,40.4278,49.1859,16.0107,4.5000
0.9000,1.1700,9.9504,11.1404,2.4507,56.6885,2.9497,40.6758,48.6882,16.0127,4.5000
0.9000,1.1800,9.9678,11.1307,2.4321,56.9334,2.9377,40.9217,48.1919,16.0117,4.5000
0.9000,1.1900,9.9849,11.1211,2.4137,57.1733,2.9259,41.1653,47.6971,16.0079,4.5000
0.9000,1.2000,10.0016,11.1118,2.3957,57.4080,2.9143,41.4068,47.2038,16.0012,4.5000
0.9000,1.2100,10.0182,11.1026,2.3780,57.6378,2.9030,41.6462,46.7117,15.9916,4.5000
0.9000,1.2200,10.0344,11.0936,2.3605,57.8625,2.8920,41.8834,46.2210,15.9791,4.5000
0.9000,1.2300,10.0504,11.0847,2.3433,58.0822,2.8811,42.1186,45.7315,15.9636,4.5000
0.9000,1.2400,10.0661,11.0760,2.3263,58.2969,2.8705,42.3516,45.2431,15.9453,4.5000
0.9000,1.2500,10.0816,11.0675,2.3097,58.5065,2.8601,42.5826,44.7559,15.9239,4.5000
0.9000,1.2600,10.0968,11.0591,2.2932,58.7112,2.8499,42.8115,44.2696,15.8996,4.5000
0.9000,1.2700,10.1118,11.0509,2.2770,58.9108,2.8400,43.0385,43.7843,15.8723,4.5000
0.9000,1.2800,10.1265,11.0428,2.2611,59.1055,2.8302,43.2634,43.3000,15.8421,4.5000
0.9000,1.2900,10.1411,11.0349,2.2453,59.2951,2.8206,43.4864,42.8164,15.8088,4.5000
0.9000,1.3000,10.1554,11.0271,2.2298,59.4798,2.8112,43.7073,42.3336,15.7724,4.5000
0.9000,1.3100,10.1694,11.0194,2.2145,59.6594,2.8020,43.9264,41.8515,15.7330,4.5000
0.9000,1.3200,10.1833,11.0119,2.1995,59.8341,2.7929,44.1435,41.3700,15.6906,4.5000
0.9000,1.3300,10.1970,11.0045,2.1846,60.0038,2.7840,44.3587,40.8890,15.6450,4.5000
0.9000,1.3400,10.2104,10.9972,2.1699,60.1684,2.7753,44.5721,40.4084,15.5963,4.5000
0.9000,1.3500,10.2237,10.9901,2.1555,60.3280,2.7668,44.7835,39.9282,15.5445,4.5000
0.9000,1.3600,10.2367,10.9830,2.1412,60.4826,2.7585,44.9932,39.4484,15.4895,4.5000
0.9000,1.3700,10.2496,10.9761,2.1272,60.6322,2.7502,45.2010,38.9687,15.4312,4.5000
0.9000,1.3800,10.2623,10.9693,2.1133,60.7767,2.7422,45.4069,38.4891,15.3698,4.5000
0.9000,1.3900,10.2748,10.9626,2.0996,60.9162,2.7343,45.6111,38.0095,15.3050,4.5000
0.9000,1.4000,10.2871,10.9560,2.0861,61.0505,2.7265,45.8136,37.5299,15.2369,4.5000
0.9000,1.4100,10.2993,10.9495,2.0728,61.1798,2.7189,46.0143,37.0501,15.1655,4.5000
0.9000,1.4200,10.3112,10.9432,2.0596,61.3039,2.7114,46.2132,36.5700,15.0907,4.5000
0.9000,1.4300,10.3231,10.9369,2.0467,61.4229,2.7041,46.4104,36.0896,15.0124,4.5000
0.9000,1.4400,10.3347,10.9307,2.0338,61.5366,2.6969,46.6059,35.6086,14.9307,4.5000
0.9000,1.4500,10.3462,10.9246,2.0212,61.6452,2.6898,46.7998,35.1271,14.8454,4.5000
0.9000,1.4600,10.3575,10.9186,2.0087,61.7485,2.6829,46.9920,34.6448,14.7565,4.5000
0.9000,1.4700,10.3687,10.9127,1.9964,61.8465,2.6760,47.1825,34.1618,14.6640,4.5000
0.9000,1.4800,10.3797,10.9069,1.9842,61.9392,2.6693,47.3714,33.6777,14.5678,4.5000
0.9000,1.4900,10.3906,10.9012,1.9721,62.0265,2.6627,47.5587,33.1925,14.4678,4.5000
0.9000,1.5000,10.4013,10.8955,1.9602,62.1083,2.6563,47.7444,32.7061,14.3639,4.5000
0.9000,1.5100,10.4119,10.8900,1.9485,62.1846,2.6499,47.9285,32.2183,14.2561,4.5000
0.9000,1.5200,10.4224,10.8845,1.9369,62.2554,2.6437,48.1110,31.7290,14.1444,4.5000
0.9000,1.5300,10.4327,10.8791,1.9254,62.3205,2.6375,48.2920,31.2379,14.0285,4.5000
0.9000,1.5400,10.4428,10.8738,1.9141,62.3800,2.6315,48.4715,30.7450,13.9085,4.5000
0.9000,1.5500,10.4529,10.8685,1.9029,62.4336,2.6256,48.6494,30.2500,13.7842,4.5000
0.9000,1.5600,10.4628,10.8634,1.8918,62.4813,2.6197,48.8259,29.7527,13.6555,4.5000
0.9000,1.5700,10.4726,10.8583,1.8809,62.5231,2.6140,49.0009,29.2530,13.5223,4.5000
0.9000,1.5800,10.4823,10.8533,1.8701,62.5588,2.6084,49.1744,28.7506,13.3844,4.5000
0.9000,1.5900,10.4918,10.8483,1.8594,62.5883,2.6028,49.3464,28.2452,13.2419,4.5000
0.9000,1.6000,10.5012,10.8434,1.8489,62.6114,2.5974,49.5170,27.7367,13.0944,4.5000
0.9000,1.6100,10.5105,10.8386,1.8384,62.6281,2.5920,49.6862,27.2248,12.9419,4.5000
0.9000,1.6200,10.5197,10.8339,1.8281,62.6381,2.5867,49.8540,26.7091,12.7841,4.5000
0.9000,1.6300,10.5288,10.8292,1.8179,62.6414,2.5815,50.0204,26.1894,12.6210,4.5000
0.9000,1.6400,10.5378,10.8245,1.8078,62.6377,2.5764,50.1854,25.6652,12.4523,4.5000
0.9000,1.6500,10.5467,10.8200,1.7978,62.6268,2.5714,50.3491,25.1364,12.2777,4.5000
0.9000,1.6600,10.5554,10.8155,1.7879,62.6084,2.5665,50.5113,24.6024,12.0971,4.5000
0.9000,1.6700,10.5641,10.8110,1.7781,62.5825,2.5616,50.6723,24.0628,11.9102,4.5000
0.9000,1.6800,10.5726,10.8067,1.7684,62.5486,2.5568,50.8320,23.5171,11.7166,4.5000
0.9000,1.6900,10.5811,10.8023,1.7589,62.5065,2.5521,50.9903,22.9649,11.5162,4.5000
0.9000,1.7000,10.5894,10.7981,1.7494,62.4558,2.5475,51.1473,22.4055,11.3084,4.5000
0.9000,1.7100,10.5976,10.7938,1.7400,62.3961,2.5430,51.3031,21.8383,11.0930,4.5000
0.9000,1.7200,10.6058,10.7897,1.7308,62.3271,2.5385,51.4576,21.2625,10.8695,4.5000
0.9000,1.7300,10.6139,10.7856,1.7216,62.2482,2.5340,51.6108,20.6774,10.6373,4.5000
0.9000,1.7400,10.6218,10.7815,1.7125,62.1589,2.5297,51.7628,20.0820,10.3960,4.5000
0.9000,1.7500,10.6297,10.7775,1.7035,62.0585,2.5254,51.9136,19.4753,10.1449,4.5000
0.9000,1.7600,10.6375,10.7735,1.6946,61.9465,2.5212,52.0632,18.8561,9.8833,4.5000
0.9000,1.7700,10.6452,10.7696,1.6858,61.8218,2.5170,52.2115,18.2230,9.6103,4.5000
0.9000,1.7800,10.6528,10.7658,1.6771,61.6836,2.5130,52.3587,17.5744,9.3249,4.5000
0.9000,1.7900,10.6603,10.7620,1.6685,61.5307,2.5089,52.5047,16.9084,9.0260,4.5000
0.9000,1.8000,10.6678,10.7582,1.6600,61.3617,2.5050,52.6495,16.2228,8.7122,4.5000
0.9000,1.8100,10.6751,10.7545,1.6515,61.1751,2.5011,52.7932,15.5149,8.3819,4.5000
0.9000,1.8200,10.6824,10.7508,1.6431,60.9688,2.4972,52.9357,14.7813,8.0331,4.5000
0.9000,1.8300,10.6896,10.7472,1.6348,60.7402,2.4934,53.0771,14.0178,7.6631,4.5000
0.9000,1.8400,10.6967,10.7436,1.6266,60.4863,2.4897,53.2174,13.2192,7.2690,4.5000
0.9000,1.8500,10.7038,10.7400,1.6185,60.2029,2.4860,53.3566,12.3786,6.8464,4.5000
0.9000,1.8600,10.7107,10.7365,1.6104,59.8844,2.4824,53.4946,11.4865,6.3897,4.5000
0.9000,1.8700,10.7176,10.7331,1.6024,59.5228,2.4788,53.6316,10.5298,5.8912,4.5000
0.9000,1.8800,10.7245,10.7296,1.5945,59.1066,2.4753,53.7676,9.4887,5.3390,4.5000
0.9000,1.8900,10.7312,10.7263,1.5867,58.6170,2.4718,53.9024,8.3316,4.7145,4.5000
0.9000,1.9000,10.7379,10.7229,1.5789,58.0201,2.4684,54.0363,7.0008,3.9838,4.5000
0.9000,1.9100,10.7445,10.7196,1.5712,57.2411,2.4650,54.1690,5.3684,3.0720,4.5000
0.9000,1.9200,10.7510,10.7163,1.5636,56.0117,2.4617,54.3008,2.9733,1.7109,4.5000
0.9100,1.0000,9.6020,11.3414,2.8133,51.9026,3.2016,36.1416,57.1124,15.7610,4.5000
0.9100,1.0100,9.6257,11.3274,2.7883,52.2366,3.1839,36.4278,56.5870,15.8088,4.5000
0.9100,1.0200,9.6490,11.3137,2.7637,52.5653,3.1666,36.7115,56.0639,15.8538,4.5000
0.9100,1.0300,9.6718,11.3003,2.7396,52.8887,3.1497,36.9927,55.5432,15.8960,4.5000
0.9100,1.0400,9.6942,11.2872,2.7159,53.2067,3.1332,37.2714,55.0247,15.9353,4.5000
0.9100,1.0500,9.7162,11.2744,2.6926,53.5194,3.1170,37.5475,54.5084,15.9719,4.5000
0.9100,1.0600,9.7377,11.2618,2.6698,53.8268,3.1013,37.8212,53.9943,16.0056,4.5000
0.9100,1.0700,9.7589,11.2496,2.6474,54.1290,3.0859,38.0925,53.4823,16.0365,4.5000
0.9100,1.0800,9.7796,11.2376,2.6254,54.4260,3.0709,38.3614,52.9724,16.0646,4.5000
0.9100,1.0900,9.8000,11.2259,2.6037,54.7177,3.0562,38.6278,52.4645,16.0898,4.5000
0.9100,1.1000,9.8200,11.2144,2.5825,55.0042,3.0418,38.8919,51.9586,16.1122,4.5000
0.9100,1.1100,9.8396,11.2032,2.5616,55.2855,3.0277,39.1537,51.4545,16.1318,4.5000
0.9100,1.1200,9.8589,11.1922,2.5410,55.5616,3.0140,39.4131,50.9523,16.1486,4.5000
0.9100,1.1300,9.8779,11.1814,2.5208,55.8326,3.0006,39.6702,50.4519,16.1624,4.5000
0.9100,1.1400,9.8965,11.1708,2.5009,56.0984,2.9874,39.9249,49.9533,16.1735,4.5000
0.9100,1.1500,9.9148,11.1605,2.4814,56.3591,2.9746,40.1775,49.4564,16.1817,4.5000
0.9100,1.1600,9.9327,11.1504,2.4621,56.6147,2.9620,40.4278,48.9610,16.1870,4.5000
0.9100,1.1700,9.9504,11.1404,2.4432,56.8652,2.9497,40.6758,48.4673,16.1894,4.5000
0.9100,1.1800,9.9678,11.1307,2.4246,57.1106,2.9377,40.9217,47.9751,16.1890,4.5000
0.9100,1.1900,9.9849,11.1211,2.4063,57.3510,2.9259,41.1653,47.4844,16.1856,4.5000
0.9100,1.2000,10.0016,11.1118,2.3883,57.5862,2.9143,41.4068,46.9951,16.1794,4.5000
0.9100,1.2100,10.0182,11.1026,2.3705,57.8164,2.9030,41.6462,46.5071,16.1703,4.5000
0.9100,1.2200,10.0344,11.0936,2.3530,58.0416,2.8920,41.8834,46.0205,16.1582,4.5000
0.9100,1.2300,10.0504,11.0847,2.3358,58.2618,2.8811,42.1186,45.5351,16.1432,4.5000
0.9100,1.2400,10.0661,11.0760,2.3189,58.4769,2.8705,42.3516,45.0508,16.1253,4.5000
0.9100,1.2500,10.0816,11.0675,2.3022,58.6870,2.8601,42.5826,44.5676,16.1044,4.5000
0.9100,1.2600,10.0968,11.0591,2.2857,58.8921,2.8499,42.8115,44.0855,16.0805,4.5000
0.9100,1.2700,10.1118,11.0509,2.2695,59.0921,2.8400,43.0385,43.6044,16.0537,4.5000
0.9100,1.2800,10.1265,11.0428,2.2535,59.2872,2.8302,43.2634,43.1241,16.0238,4.5000
0.9100,1.2900,10.1411,11.0349,2.2378,59.4773,2.8206,43.4864,42.6448,15.9909,4.5000
0.9100,1.3000,10.1554,11.0271,2.2223,59.6624,2.8112,43.7073,42.1661,15.9550,4.5000
0.9100,1.3100,10.1694,11.0194,2.2070,59.8424,2.8020,43.9264,41.6882,15.9160,4.5000
0.9100,1.3200,10.1833,11.0119,2.1919,60.0175,2.7929,44.1435,41.2109,15.8740,4.5000
0.9100,1.3300,10.1970,11.0045,2.1770,60.1876,2.7840,44.3587,40.7342,15.8288,4.5000
0.9100,1.3400,10.2104,10.9972,2.1624,60.3526,2.7753,44.5721,40.2579,15.7805,4.5000
0.9100,1.3500,10.2237,10.9901,2.1479,60.5126,2.7668,44.7835,39.7820,15.7291,4.5000
0.9100,1.3600,10.2367,10.9830,2.1337,60.6676,2.7585,44.9932,39.3065,15.6745,4.5000
0.9100,1.3700,10.2496,10.9761,2.1196,60.8176,2.7502,45.2010,38.8312,15.6166,4.5000
0.9100,1.3800,10.2623,10.9693,2.1057,60.9625,2.7422,45.4069,38.3560,15.5555,4.5000
0.9100,1.3900,10.2748,10.9626,2.0920,61.1023,2.7343,45.6111,37.8808,15.4912,4.5000
0.9100,1.4000,10.2871,10.9560,2.0785,61.2370,2.7265,45.8136,37.4057,15.4235,4.5000
0.9100,1.4100,10.2993,10.9495,2.0652,61.3667,2.7189,46.0143,36.9304,15.3524,4.5000
0.9100,1.4200,10.3112,10.9432,2.0520,61.4912,2.7114,46.2132,36.4549,15.2780,4.5000
0.9100,1.4300,10.3231,10.9369,2.0390,61.6105,2.7041,46.4104,35.9790,15.2001,4.5000
0.9100,1.4400,10.3347,10.9307,2.0262,61.7247,2.6969,46.6059,35.5027,15.1188,4.5000
0.9100,1.4500,10.3462,10.9246,2.0135,61.8336,2.6898,46.7998,35.0259,15.0339,4.5000
0.9100,1.4600,10.3575,10.9186,2.0010,61.9373,2.6829,46.9920,34.5484,14.9454,4.5000
0.9100,1.4700,10.3687,10.9127,1.9887,62.0357,2.6760,47.1825,34.0701,14.8532,4.5000
0.9100,1.4800,10.3797,10.9069,1.9765,62.1288,2.6693,47.3714,33.5909,14.7574,4.5000
0.9100,1.4900,10.3906,10.9012,1.9644,62.2165,2.6627,47.5587,33.1106,14.6578,4.5000
0.9100,1.5000,10.4013,10.8955,1.9526,62.2987,2.6563,47.7444,32.6292,14.5544,4.5000
0.9100,1.5100,10.4119,10.8900,1.9408,62.3755,2.6499,47.9285,32.1465,14.4470,4.5000
0.9100,1.5200,10.4224,10.8845,1.9292,62.4467,2.6437,48.1110,31.6623,14.3356,4.5000
0.9100,1.5300,10.4327,10.8791,1.9177,62.5122,2.6375,48.2920,31.1765,14.2202,4.5000
0.9100,1.5400,10.4428,10.8738,1.9064,62.5721,2.6315,48.4715,30.6889,14.1006,4.5000
0.9100,1.5500,10.4529,10.8685,1.8952,62.6262,2.6256,48.6494,30.1993,13.9768,4.5000
0.9100,1.5600,10.4628,10.8634,1.8841,62.6745,2.6197,48.8259,29.7076,13.8486,4.5000
0.9100,1.5700,10.4726,10.8583,1.8732,62.7167,2.6140,49.0009,29.2135,13.7159,4.5000
0.9100,1.5800,10.4823,10.8533,1.8623,62.7530,2.6084,49.1744,28.7168,13.5786,4.5000
0.9100,1.5900,10.4918,10.8483,1.8516,62.7830,2.6028,49.3464,28.2173,13.4366,4.5000
0.9100,1.6000,10.5012,10.8434,1.8411,62.8067,2.5974,49.5170,27.7148,13.2897,4.5000
0.9100,1.6100,10.5105,10.8386,1.8306,62.8240,2.5920,49.6862,27.2091,13.1378,4.5000
0.9100,1.6200,10.5197,10.8339,1.8203,62.8347,2.5867,49.8540,26.6997,12.9807,4.5000
0.9100,1.6300,10.5288,10.8292,1.8101,62.8387,2.5815,50.0204,26.1865,12.8183,4.5000
0.9100,1.6400,10.5378,10.8245,1.7999,62.8357,2.5764,50.1854,25.6690,12.6503,4.5000
0.9100,1.6500,10.5467,10.8200,1.7899,62.8256,2.5714,50.3491,25.1470,12.4765,4.5000
0.9100,1.6600,10.5554,10.8155,1.7801,62.8081,2.5665,50.5113,24.6201,12.2967,4.5000
0.9100,1.6700,10.5641,10.8110,1.7703,62.7830,2.5616,50.6723,24.0879,12.1107,4.5000
0.9100,1.6800,10.5726,10.8067,1.7606,62.7501,2.5568,50.8320,23.5499,11.9182,4.5000
0.9100,1.6900,10.5811,10.8023,1.7510,62.7091,2.5521,50.9903,23.0055,11.7188,4.5000
0.9100,1.7000,10.5894,10.7981,1.7415,62.6596,2.5475,51.1473,22.4544,11.5123,4.5000
0.9100,1.7100,10.5976,10.7938,1.7322,62.6012,2.5430,51.3031,21.8957,11.2982,4.5000
0.9100,1.7200,10.6058,10.7897,1.7229,62.5337,2.5385,51.4576,21.3289,11.0761,4.5000
0.9100,1.7300,10.6139,10.7856,1.7137,62.4564,2.5340,51.6108,20.7532,10.8455,4.5000
0.9100,1.7400,10.6218,10.7815,1.7046,62.3688,2.5297,51.7628,20.1678,10.6060,4.5000
0.9100,1.7500,10.6297,10.7775,1.6956,62.2705,2.5254,51.9136,19.5716,10.3569,4.5000
0.9100,1.7600,10.6375,10.7735,1.6867,62.1606,2.5212,52.0632,18.9636,10.0975,4.5000
0.9100,1.7700,10.6452,10.7696,1.6779,62.0385,2.5170,52.2115,18.3424,9.8270,4.5000
0.9100,1.7800,10.6528,10.7658,1.6692,61.9031,2.5130,52.3587,17.7066,9.5444,4.5000
0.9100,1.7900,10.6603,10.7620,1.6605,61.7535,2.5089,52.5047,17.0544,9.2488,4.5000
0.9100,1.8000,10.6678,10.7582,1.6520,61.5883,2.5050,52.6495,16.3839,8.9388,4.5000
0.9100,1.8100,10.6751,10.7545,1.6435,61.4061,2.5011,52.7932,15.6924,8.6129,4.5000
0.9100,1.8200,10.6824,10.7508,1.6351,61.2050,2.4972,52.9357,14.9770,8.2693,4.5000
0.9100,1.8300,10.6896,10.7472,1.6268,60.9826,2.4934,53.0771,14.2340,7.9055,4.5000
0.9100,1.8400,10.6967,10.7436,1.6186,60.7362,2.4897,53.2174,13.4586,7.5189,4.5000
0.9100,1.8500,10.7038,10.7400,1.6104,60.4620,2.4860,53.3566,12.6449,7.1055,4.5000
0.9100,1.8600,10.7107,10.7365,1.6024,60.1551,2.4824,53.4946,11.7847,6.6605,4.5000
0.9100,1.8700,10.7176,10.7331,1.5944,59.8087,2.4788,53.6316,10.8667,6.1771,4.5000
0.9100,1.8800,10.7245,10.7296,1.5865,59.4130,2.4753,53.7676,9.8749,5.6454,4.5000
0.9100,1.8900,10.7312,10.7263,1.5786,58.9528,2.4718,53.9024,8.7841,5.0503,4.5000
0.9100,1.9000,10.7379,10.7229,1.5708,58.4022,2.4684,54.0363,7.5511,4.3660,4.5000
0.9100,1.9100,10.7445,10.7196,1.5631,57.7100,2.4650,54.1690,6.0901,3.5410,4.5000
0.9100,1.9200,10.7510,10.7163,1.5555,56.7374,2.4617,54.3008,4.1675,2.4366,4.5000
0.9200,1.0000,9.6020,11.3414,2.8059,52.0697,3.2016,36.1416,56.8239,15.9281,4.5000
0.9200,1.0100,9.6257,11.3274,2.7809,52.4043,3.1839,36.4278,56.3025,15.9765,4.5000
0.9200,1.0200,9.6490,11.3137,2.7563,52.7337,3.1666,36.7115,55.7835,16.0221,4.5000
0.9200,1.0300,9.6718,11.3003,2.7322,53.0576,3.1497,36.9927,55.2667,16.0649,4.5000
0.9200,1.0400,9.6942,11.2872,2.7085,53.3762,3.1332,37.2714,54.7522,16.1049,4.5000
0.9200,1.0500,9.7162,11.2744,2.6853,53.6896,3.1170,37.5475,54.2400,16.1420,4.5000
0.9200,1.0600,9.7377,11.2618,2.6624,53.9976,3.1013,37.8212,53.7298,16.1764,4.5000
0.9200,1.0700,9.7589,11.2496,2.6400,54.3004,3.0859,38.0925,53.2218,16.2078,4.5000
0.9200,1.0800,9.7796,11.2376,2.6180,54.5979,3.0709,38.3614,52.7158,16.2365,4.5000
0.9200,1.0900,9.8000,11.2259,2.5963,54.8902,3.0562,38.6278,52.2118,16.2623,4.5000
0.9200,1.1000,9.8200,11.2144,2.5750,55.1772,3.0418,38.8919,51.7098,16.2853,4.5000
0.9200,1.1100,9.8396,11.2032,2.5541,55.4591,3.0277,39.1537,51.2097,16.3054,4.5000
0.9200,1.1200,9.8589,11.1922,2.5336,55.7357,3.0140,39.4131,50.7115,16.3227,4.5000
0.9200,1.1300,9.8779,11.1814,2.5133,56.0073,3.0006,39.6702,50.2150,16.3371,4.5000
